policy,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment_name,scenario,seed,duration
289,-998,-454,-2,-571,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.342,0.559,0.007,0.524,0.759,2.191,0.117,0.739,0.008,0.669,0.632,0.883,0.261,0.992,0.331,0.368,18.705,108.504,1.193,98.895,92.508,0.433,63.961,0.008,0.369,0.372,0.506,5.0,4.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
290,-513,-295,-524,-376,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.658,0.456,0.45,0.335,0.293,2.191,0.224,0.602,0.477,0.428,0.244,0.776,0.398,0.523,0.572,0.756,35.93,88.453,74.465,63.293,35.684,0.395,59.565,0.224,0.194,0.2,0.427,5.0,5.0,2.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
291,-907,-69,-228,-457,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.401,0.309,0.404,0.539,0.538,2.191,0.137,0.408,0.429,0.688,0.448,0.863,0.592,0.571,0.312,0.552,21.937,59.953,66.933,101.718,65.562,0.422,63.221,0.137,0.211,0.217,0.415,5.0,4.0,1.0,5.0,Sup. Dem. Deficit & All Justice,rep_scen_HIGH,1,72.0
0,-591,-254,167,-433,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.607,0.429,0.027,0.349,0.779,2.191,0.207,0.567,0.029,0.446,0.648,0.793,0.433,0.971,0.554,0.352,33.16,83.283,4.529,65.871,94.964,0.379,56.361,0.029,0.328,0.337,0.361,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
1,-445,-671,-799,-207,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.702,0.7,0.384,0.401,0.004,2.191,0.239,0.925,0.407,0.512,0.003,0.761,0.075,0.593,0.488,0.997,38.345,135.87,63.598,75.692,0.496,0.417,62.8,0.003,0.392,0.406,0.531,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
2,-292,166,-268,-573,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.801,0.156,0.583,0.063,0.587,2.191,0.273,0.206,0.618,0.081,0.489,0.727,0.794,0.382,0.919,0.511,43.779,30.318,96.521,11.977,71.585,0.333,50.836,0.081,0.331,0.325,0.325,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
3,-719,-567,-799,-247,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.524,0.633,0.452,0.553,0.03,2.191,0.179,0.836,0.479,0.707,0.025,0.821,0.164,0.521,0.293,0.975,28.614,122.755,74.787,104.419,3.666,0.445,66.848,0.025,0.376,0.386,0.583,5.0,3.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
4,-895,-700,-352,-527,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.409,0.719,0.075,0.485,0.503,2.191,0.14,0.95,0.079,0.62,0.418,0.86,0.05,0.921,0.38,0.582,22.363,139.527,12.383,91.651,61.282,0.441,65.441,0.079,0.396,0.403,0.618,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
5,-982,-540,-967,-476,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.353,0.615,0.579,0.575,0.07,2.191,0.12,0.812,0.613,0.735,0.058,0.88,0.188,0.387,0.265,0.942,19.273,119.35,95.768,108.593,8.501,0.468,70.297,0.058,0.354,0.363,0.741,5.0,3.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
6,-511,285,-162,-737,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.659,0.079,0.592,0.099,0.763,2.191,0.225,0.104,0.627,0.127,0.635,0.775,0.896,0.373,0.873,0.365,36.001,15.311,97.92,18.729,92.983,0.343,52.189,0.104,0.367,0.364,0.424,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
7,-957,-124,-923,-767,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.369,0.345,0.82,0.37,0.287,2.191,0.126,0.455,0.869,0.472,0.239,0.874,0.545,0.131,0.528,0.761,20.161,66.889,135.793,69.799,35.05,0.432,65.538,0.126,0.325,0.318,0.693,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
8,-598,-90,-291,-596,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.602,0.323,0.432,0.247,0.587,2.191,0.205,0.426,0.458,0.316,0.489,0.795,0.574,0.542,0.684,0.511,32.911,62.601,71.452,46.719,71.585,0.379,57.054,0.205,0.143,0.15,0.394,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
9,-187,-657,-549,-8,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.869,0.691,0.231,0.362,0.037,2.191,0.296,0.913,0.245,0.463,0.031,0.704,0.087,0.755,0.537,0.969,47.508,134.104,38.205,68.449,4.538,0.39,58.561,0.031,0.395,0.407,0.35,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
10,-565,-52,238,-651,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.624,0.298,0.113,0.19,0.967,2.191,0.213,0.394,0.119,0.243,0.805,0.787,0.606,0.881,0.757,0.195,34.083,57.809,18.623,35.916,117.868,0.355,52.86,0.119,0.336,0.35,0.377,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
11,-586,-195,-137,-697,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.61,0.391,0.263,0.174,0.753,2.191,0.208,0.516,0.279,0.222,0.627,0.792,0.484,0.721,0.778,0.373,33.337,75.843,43.585,32.847,91.794,0.37,55.481,0.208,0.231,0.244,0.404,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
12,-690,289,-494,-801,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.543,0.076,0.81,0.174,0.588,2.191,0.185,0.101,0.858,0.222,0.49,0.815,0.899,0.142,0.778,0.51,29.644,14.806,134.072,32.847,71.744,0.371,56.622,0.101,0.396,0.392,0.568,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
13,-943,146,-630,-242,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.378,0.169,0.805,0.702,0.137,2.191,0.129,0.224,0.854,0.897,0.114,0.871,0.776,0.146,0.103,0.886,20.658,32.84,133.318,132.532,16.664,0.443,67.202,0.114,0.411,0.413,0.49,5.0,3.0,3.0,3.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
14,-985,-108,305,-398,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.351,0.334,0.033,0.628,0.846,2.191,0.12,0.442,0.035,0.802,0.704,0.88,0.558,0.965,0.198,0.296,19.167,64.871,5.389,118.537,103.127,0.42,62.218,0.035,0.399,0.403,0.449,5.0,3.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
15,-960,203,-226,-777,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.367,0.132,0.58,0.365,0.747,2.191,0.125,0.175,0.615,0.467,0.622,0.875,0.825,0.385,0.533,0.378,20.055,25.652,95.983,68.94,91.081,0.401,60.342,0.125,0.288,0.286,0.542,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
16,-502,100,-3,-150,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.665,0.199,0.368,0.475,0.484,2.191,0.227,0.263,0.39,0.607,0.403,0.773,0.737,0.61,0.393,0.597,36.321,38.641,60.908,89.687,59.063,0.378,56.924,0.227,0.181,0.191,0.189,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
17,-203,144,-302,-134,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.859,0.171,0.591,0.291,0.28,2.191,0.293,0.225,0.626,0.372,0.233,0.707,0.775,0.374,0.628,0.767,46.94,33.092,97.812,54.945,34.099,0.35,53.378,0.225,0.225,0.215,0.196,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
18,-789,-375,-234,-198,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.478,0.508,0.209,0.63,0.365,2.191,0.163,0.671,0.222,0.806,0.304,0.837,0.329,0.778,0.194,0.696,26.128,98.542,34.655,119.028,44.56,0.433,64.583,0.163,0.309,0.32,0.399,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
19,-719,329,-374,-17,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.524,0.05,0.758,0.702,0.157,2.191,0.179,0.066,0.803,0.898,0.131,0.821,0.934,0.197,0.102,0.869,28.614,9.762,125.464,132.655,19.12,0.415,63.123,0.066,0.446,0.45,0.36,5.0,3.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
20,-898,278,-471,-281,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.407,0.083,0.788,0.647,0.265,2.191,0.139,0.11,0.835,0.827,0.221,0.861,0.89,0.165,0.173,0.779,22.257,16.194,130.413,122.22,32.355,0.426,64.688,0.11,0.406,0.401,0.482,5.0,3.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
21,-920,-98,-239,-797,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.393,0.328,0.393,0.326,0.752,2.191,0.134,0.433,0.416,0.417,0.626,0.866,0.567,0.584,0.583,0.374,21.475,63.61,64.996,61.574,91.636,0.405,60.658,0.134,0.19,0.197,0.514,5.0,5.0,1.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
22,-851,353,-66,-279,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.438,0.035,0.573,0.618,0.527,2.191,0.149,0.046,0.608,0.79,0.439,0.851,0.954,0.392,0.21,0.561,23.926,6.735,94.907,116.695,64.294,0.406,61.312,0.046,0.38,0.383,0.387,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
23,-215,119,-343,-18,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.851,0.187,0.601,0.374,0.178,2.191,0.29,0.247,0.637,0.478,0.148,0.71,0.753,0.363,0.522,0.852,46.513,36.245,99.534,70.659,21.656,0.36,54.921,0.148,0.277,0.269,0.174,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
24,-420,24,-104,-53,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.718,0.249,0.384,0.485,0.356,2.191,0.245,0.328,0.407,0.619,0.296,0.755,0.672,0.593,0.381,0.704,39.233,48.225,63.598,91.529,43.371,0.379,57.191,0.245,0.175,0.182,0.15,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
25,-437,-113,-586,-9,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.707,0.338,0.608,0.524,0.014,2.191,0.241,0.446,0.645,0.67,0.012,0.759,0.554,0.355,0.33,0.988,38.629,65.502,100.718,99.017,1.685,0.403,61.11,0.012,0.338,0.342,0.286,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
26,-911,-536,-520,-360,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.399,0.613,0.291,0.604,0.285,2.191,0.136,0.809,0.308,0.772,0.237,0.864,0.191,0.692,0.228,0.763,21.795,118.845,48.104,114.117,34.733,0.453,67.519,0.136,0.324,0.333,0.582,5.0,3.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
27,-936,-360,-223,-412,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.383,0.498,0.212,0.587,0.512,2.191,0.13,0.658,0.225,0.75,0.426,0.87,0.342,0.775,0.25,0.574,20.907,96.65,35.085,110.803,62.392,0.438,65.167,0.13,0.296,0.306,0.483,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
28,-415,-538,-983,-785,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.721,0.614,0.59,0.006,0.26,2.191,0.246,0.811,0.626,0.007,0.217,0.754,0.189,0.374,0.993,0.783,39.41,119.098,97.705,1.051,31.721,0.381,57.797,0.007,0.418,0.423,0.68,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
29,-498,-381,-514,-120,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.667,0.512,0.387,0.492,0.133,2.191,0.228,0.676,0.411,0.629,0.111,0.772,0.324,0.589,0.371,0.889,36.463,99.299,64.136,92.879,16.188,0.411,61.793,0.111,0.288,0.298,0.378,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
30,-915,-566,-841,-640,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.396,0.632,0.48,0.425,0.258,2.191,0.135,0.835,0.508,0.543,0.215,0.865,0.165,0.492,0.457,0.785,21.653,122.629,79.414,80.234,31.484,0.447,67.083,0.135,0.299,0.309,0.74,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
31,-842,-623,-367,-225,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.444,0.669,0.135,0.647,0.297,2.191,0.151,0.884,0.143,0.827,0.247,0.849,0.116,0.857,0.173,0.753,24.245,129.817,22.282,122.22,36.159,0.45,66.945,0.143,0.374,0.383,0.514,5.0,3.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
32,-907,263,430,-697,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.401,0.093,0.192,0.383,1.121,2.191,0.137,0.123,0.204,0.489,0.933,0.863,0.877,0.796,0.511,0.067,21.937,18.085,31.857,72.255,136.73,0.377,56.173,0.123,0.41,0.418,0.574,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
33,-497,-404,49,-152,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.668,0.527,0.007,0.47,0.52,2.191,0.228,0.696,0.007,0.601,0.432,0.772,0.304,0.993,0.399,0.568,36.498,102.199,1.086,88.828,63.343,0.393,58.391,0.007,0.349,0.357,0.275,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
34,-519,125,214,-776,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.654,0.183,0.243,0.079,1.032,2.191,0.223,0.242,0.258,0.101,0.859,0.777,0.758,0.742,0.899,0.141,35.717,35.488,40.25,14.923,125.873,0.336,50.45,0.101,0.359,0.369,0.408,5.0,4.0,4.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
35,-619,-146,-611,-493,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.589,0.359,0.603,0.328,0.312,2.191,0.201,0.474,0.639,0.419,0.26,0.799,0.526,0.361,0.581,0.74,32.165,69.663,99.857,61.942,38.062,0.399,60.338,0.201,0.221,0.219,0.467,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
36,-567,226,-2,-144,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.622,0.117,0.449,0.521,0.481,2.191,0.212,0.155,0.476,0.666,0.4,0.788,0.845,0.524,0.334,0.6,34.012,22.751,74.357,98.403,58.667,0.382,57.638,0.155,0.266,0.269,0.235,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
37,-727,-103,-808,-218,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.518,0.331,0.759,0.577,0.005,2.191,0.177,0.437,0.805,0.737,0.004,0.823,0.563,0.195,0.263,0.996,28.33,64.241,125.679,108.961,0.655,0.432,65.573,0.004,0.403,0.4,0.464,5.0,3.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
38,-489,-20,434,-137,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.673,0.277,0.006,0.475,0.76,2.191,0.23,0.366,0.006,0.607,0.633,0.77,0.634,0.994,0.393,0.367,36.782,53.774,0.978,89.687,92.666,0.368,54.777,0.006,0.345,0.354,0.27,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
39,-594,-630,-847,-720,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.605,0.674,0.442,0.164,0.306,2.191,0.206,0.89,0.469,0.21,0.255,0.794,0.11,0.531,0.79,0.745,33.053,130.699,73.173,31.006,37.348,0.406,61.056,0.206,0.314,0.32,0.698,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
40,-922,-79,-10,-201,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.392,0.316,0.256,0.715,0.513,2.191,0.134,0.417,0.271,0.914,0.427,0.866,0.583,0.729,0.086,0.573,21.404,61.214,42.402,134.987,62.55,0.432,64.512,0.134,0.307,0.317,0.303,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
41,-955,-643,-519,-808,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.37,0.682,0.22,0.342,0.577,2.191,0.126,0.901,0.234,0.437,0.48,0.874,0.099,0.766,0.563,0.52,20.232,132.339,36.484,64.52,70.317,0.435,64.779,0.126,0.319,0.33,0.731,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
42,-974,-579,-463,-993,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.358,0.641,0.226,0.234,0.733,2.191,0.122,0.846,0.239,0.299,0.61,0.878,0.154,0.761,0.701,0.39,19.557,124.268,37.345,44.141,89.417,0.423,62.946,0.122,0.332,0.344,0.752,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
43,-235,2,-412,-193,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.838,0.263,0.57,0.273,0.247,2.191,0.286,0.347,0.604,0.349,0.205,0.714,0.653,0.396,0.651,0.795,45.803,50.999,94.369,51.63,30.057,0.358,54.572,0.205,0.197,0.192,0.21,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
44,-427,112,-641,-49,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.713,0.191,0.79,0.492,0.004,2.191,0.243,0.253,0.838,0.629,0.003,0.757,0.747,0.162,0.371,0.997,38.984,37.127,130.844,92.879,0.496,0.393,60.066,0.003,0.421,0.418,0.307,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
45,-452,-224,-935,-761,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.697,0.41,0.763,0.045,0.276,2.191,0.238,0.541,0.809,0.058,0.23,0.762,0.459,0.191,0.942,0.77,38.096,79.5,126.325,8.54,33.623,0.375,57.217,0.058,0.394,0.387,0.593,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
46,358,81,-73,-1,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.224,0.212,0.401,0.013,0.342,2.191,0.417,0.279,0.425,0.016,0.285,0.583,0.721,0.575,0.984,0.715,66.864,41.037,66.395,2.401,41.707,0.285,43.681,0.016,0.283,0.269,0.128,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
47,293,-799,-481,-16,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.181,0.784,0.094,0.045,0.087,2.191,0.403,1.035,0.1,0.058,0.072,0.597,0.035,0.9,0.942,0.928,64.555,152.012,15.611,8.54,10.561,0.333,50.256,0.058,0.543,0.548,0.397,4.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
48,-467,-70,-23,-114,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.687,0.31,0.27,0.476,0.448,2.191,0.234,0.409,0.287,0.608,0.373,0.766,0.591,0.713,0.392,0.627,37.564,60.079,44.769,89.81,54.625,0.382,57.369,0.234,0.167,0.182,0.168,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
49,-592,81,-72,-961,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.606,0.212,0.4,0.006,0.967,2.191,0.207,0.279,0.424,0.008,0.805,0.793,0.721,0.576,0.992,0.195,33.124,41.037,66.287,1.174,117.868,0.345,51.898,0.008,0.411,0.42,0.426,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
50,299,217,-505,-7,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.185,0.123,0.77,0.047,0.065,2.191,0.404,0.163,0.816,0.06,0.054,0.596,0.837,0.184,0.94,0.946,64.768,23.886,127.508,8.908,7.946,0.3,46.603,0.054,0.506,0.499,0.257,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
51,-935,-178,-953,-496,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.383,0.38,0.805,0.531,0.092,2.191,0.131,0.502,0.853,0.679,0.076,0.869,0.498,0.147,0.321,0.924,20.943,73.699,133.211,100.368,11.195,0.448,67.883,0.076,0.381,0.375,0.641,5.0,3.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
52,-28,-66,-503,-1,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.973,0.307,0.585,0.264,0.063,2.191,0.332,0.406,0.62,0.337,0.052,0.668,0.594,0.38,0.663,0.948,53.155,59.575,96.844,49.789,7.629,0.349,53.398,0.052,0.282,0.277,0.15,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
53,280,-236,-96,-10,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.173,0.418,0.21,0.058,0.333,2.191,0.4,0.551,0.223,0.074,0.277,0.6,0.449,0.777,0.926,0.723,64.093,81.013,34.762,10.872,40.598,0.305,46.268,0.074,0.293,0.297,0.156,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
54,-530,-82,-23,-180,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.647,0.317,0.263,0.474,0.491,2.191,0.22,0.419,0.278,0.605,0.409,0.78,0.581,0.722,0.395,0.591,35.326,61.592,43.478,89.442,59.856,0.386,57.939,0.22,0.174,0.189,0.204,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
55,-233,-357,-56,-18,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.84,0.496,0.105,0.386,0.364,2.191,0.286,0.655,0.112,0.493,0.303,0.714,0.345,0.888,0.507,0.697,45.874,96.272,17.44,72.868,44.402,0.37,55.371,0.112,0.269,0.28,0.166,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
56,-569,-326,-31,-579,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.621,0.476,0.109,0.24,0.745,2.191,0.212,0.629,0.116,0.306,0.62,0.788,0.371,0.884,0.694,0.38,33.941,92.363,18.085,45.246,90.843,0.377,56.096,0.116,0.293,0.305,0.376,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
